transmission,mileage,tax,mpg,fuel type,engine size,price_cad,car_age
Semi-Auto,19155.0,145.0,67.3,Diesel,2.1,40792.8,9.0
Semi-Auto,31538.0,145.0,67.3,Diesel,2.1,38851.6,9.0
Semi-Auto,3539.0,145.0,64.2,Diesel,1.6,39554.48,7.0
Semi-Auto,1287.0,145.0,56.5,Diesel,2.0,52256.0,7.0
Automatic,25178.0,30.0,65.7,Diesel,2.1,41887.6,10.0
Semi-Auto,23061.0,145.0,67.3,Diesel,2.1,42099.200000000004,8.0
Automatic,3761.0,145.0,44.1,Petrol,1.5,41317.200000000004,7.0
Semi-Auto,22684.0,145.0,64.2,Diesel,2.1,31887.2,9.0
Automatic,46294.0,20.0,67.3,Diesel,2.1,34582.8,9.0
Semi-Auto,39656.0,20.0,65.7,Diesel,2.1,28004.800000000003,10.0
Semi-Auto,13096.0,145.0,61.4,Diesel,2.1,39449.6,9.0
Semi-Auto,21462.0,145.0,61.4,Diesel,2.1,37168.0,9.0
Semi-Auto,5232.0,145.0,65.7,Diesel,1.6,36174.4,8.0
Semi-Auto,15527.0,145.0,67.3,Diesel,2.1,42301.6,9.0
Semi-Auto,21200.0,145.0,67.3,Diesel,2.1,41896.8,8.0
Semi-Auto,45335.0,145.0,67.3,Diesel,2.1,36386.0,8.0
Semi-Auto,9873.0,20.0,67.3,Diesel,2.1,45374.4,9.0
Semi-Auto,22574.0,300.0,33.6,Petrol,4.0,61630.8,9.0
Semi-Auto,1705.0,145.0,42.2,Petrol,1.6,49477.6,7.0
Semi-Auto,2622.0,145.0,42.2,Petrol,1.6,49468.4,7.0
Semi-Auto,5298.0,145.0,57.7,Diesel,2.0,64013.600000000006,7.0
Semi-Auto,22994.0,145.0,48.7,Petrol,2.0,34030.8,9.0
Semi-Auto,30301.0,20.0,65.7,Diesel,2.1,28886.16,10.0
Semi-Auto,28480.0,30.0,64.2,Diesel,1.6,34038.16,9.0
Semi-Auto,20087.0,145.0,47.1,Petrol,2.0,45630.16,8.0
Automatic,11800.0,145.0,61.4,Diesel,2.1,34950.8,9.0
Semi-Auto,25901.0,20.0,64.2,Diesel,2.1,28115.2,12.0
Automatic,20417.0,125.0,52.3,Petrol,2.0,27222.800000000003,12.0
Automatic,14467.0,145.0,61.4,Diesel,2.1,36505.6,8.0
Semi-Auto,53144.0,20.0,64.2,Diesel,2.1,25375.440000000002,12.0
Semi-Auto,14346.0,145.0,65.7,Diesel,2.1,44822.4,9.0
Semi-Auto,35991.0,30.0,64.2,Diesel,2.1,31261.600000000002,10.0
Semi-Auto,30795.0,30.0,61.4,Diesel,2.1,33101.6,10.0
Semi-Auto,56958.0,30.0,64.2,Diesel,2.1,27581.600000000002,12.0
Semi-Auto,26957.0,30.0,65.7,Diesel,1.6,29421.600000000002,10.0
Semi-Auto,26281.0,30.0,65.7,Diesel,1.6,31276.32,9.0
Semi-Auto,16723.0,125.0,60.1,Diesel,2.1,39550.8,10.0
Semi-Auto,14909.0,30.0,64.2,Diesel,2.1,38630.8,10.0
Semi-Auto,24158.0,145.0,60.1,Diesel,2.1,37710.8,8.0
Semi-Auto,10605.0,145.0,64.2,Diesel,2.0,45514.240000000005,7.0
Semi-Auto,12648.0,145.0,67.3,Diesel,2.1,39734.8,9.0
Semi-Auto,36135.0,30.0,65.7,Diesel,2.1,39182.8,9.0
Semi-Auto,19488.0,30.0,64.2,Diesel,2.1,36790.8,10.0
Semi-Auto,23033.0,30.0,65.7,Diesel,2.1,43230.8,9.0
Semi-Auto,22178.0,30.0,65.7,Diesel,1.6,28501.600000000002,10.0
Semi-Auto,23400.0,145.0,64.2,Diesel,2.1,31280.0,9.0
Automatic,22214.0,125.0,53.3,Petrol,2.0,30179.68,9.0
Automatic,10920.0,145.0,64.2,Diesel,2.1,38054.880000000005,7.0
Semi-Auto,8673.0,145.0,54.3,Diesel,2.0,53786.880000000005,8.0
Semi-Auto,39687.0,125.0,52.3,Petrol,2.0,27044.32,11.0
Semi-Auto,54230.0,30.0,64.2,Diesel,2.1,26289.920000000002,12.0
Semi-Auto,16974.0,145.0,64.2,Diesel,2.1,33607.6,8.0
Semi-Auto,14354.0,125.0,52.3,Petrol,2.0,29386.640000000003,12.0
Automatic,35599.0,145.0,47.9,Petrol,2.0,35815.6,9.0
Semi-Auto,32632.0,145.0,64.2,Diesel,2.1,29826.4,9.0
Semi-Auto,35394.0,30.0,64.2,Diesel,2.1,31261.600000000002,10.0
Semi-Auto,19733.0,150.0,48.7,Petrol,2.0,38621.6,9.0
Semi-Auto,15511.0,125.0,52.3,Petrol,2.0,32566.16,10.0
Semi-Auto,41857.0,145.0,61.4,Diesel,2.1,34030.8,9.0
Semi-Auto,4099.0,145.0,46.3,Petrol,1.5,53350.8,7.0
Automatic,50995.0,30.0,64.2,Diesel,1.6,26670.800000000003,10.0
Semi-Auto,45527.0,20.0,64.2,Diesel,2.1,25668.0,12.0
Semi-Auto,74000.0,30.0,62.8,Diesel,2.1,23460.0,12.0
Automatic,45907.0,0.0,74.3,Hybrid,2.1,35870.8,10.0
Semi-Auto,38305.0,30.0,64.2,Diesel,2.1,34950.8,10.0
Semi-Auto,33082.0,145.0,64.2,Diesel,2.1,36708.0,8.0
Semi-Auto,22424.0,30.0,60.1,Diesel,2.1,35876.32,9.0
Semi-Auto,46425.0,30.0,64.2,Diesel,2.1,30102.4,12.0
Automatic,24425.0,145.0,64.2,Diesel,2.1,30851.280000000002,9.0
Semi-Auto,62448.0,150.0,56.5,Diesel,2.1,18749.600000000002,12.0
Semi-Auto,39383.0,145.0,134.5,Hybrid,2.0,35508.32,8.0
Semi-Auto,32023.0,30.0,64.2,Diesel,2.1,29436.32,11.0
Semi-Auto,25202.0,30.0,65.7,Diesel,1.6,29436.32,10.0
Semi-Auto,28631.0,150.0,67.3,Diesel,2.1,45444.32,9.0
Semi-Auto,29002.0,20.0,65.7,Diesel,2.1,26492.32,10.0
Semi-Auto,66140.0,125.0,60.1,Diesel,2.1,29436.32,12.0
Semi-Auto,33082.0,145.0,64.2,Diesel,2.1,36708.0,8.0
Semi-Auto,39173.0,145.0,56.5,Diesel,2.1,20514.16,12.0
Semi-Auto,27000.0,145.0,48.7,Petrol,2.0,33101.6,8.0
Semi-Auto,17000.0,20.0,65.7,Diesel,2.1,30341.600000000002,9.0
Semi-Auto,35000.0,145.0,134.5,Hybrid,2.0,33948.0,9.0
Semi-Auto,39877.0,145.0,53.3,Diesel,2.1,21804.0,11.0
Semi-Auto,14893.0,30.0,64.2,Diesel,1.6,30084.0,9.0
Semi-Auto,81816.0,125.0,53.3,Petrol,2.0,19277.68,11.0
Semi-Auto,15408.0,145.0,50.4,Petrol,2.0,34956.32,8.0
Automatic,40998.0,30.0,62.8,Diesel,2.1,29200.800000000003,10.0
Automatic,23539.0,30.0,64.2,Diesel,2.1,30728.0,10.0
Semi-Auto,37293.0,145.0,49.6,Petrol,2.0,35883.68,9.0
Automatic,7866.0,145.0,56.5,Diesel,2.0,52130.880000000005,7.0
Semi-Auto,14160.0,20.0,64.2,Diesel,2.1,33105.28,10.0
Automatic,962.0,145.0,28.5,Petrol,4.0,90675.2,7.0
Automatic,2695.0,145.0,55.4,Diesel,2.0,53010.4,7.0
Automatic,7311.0,145.0,44.1,Petrol,2.0,55200.0,7.0
Semi-Auto,9601.0,125.0,52.3,Petrol,2.0,32937.840000000004,11.0
Semi-Auto,28735.0,145.0,58.9,Diesel,2.1,36746.64,9.0
Semi-Auto,10997.0,145.0,67.3,Diesel,2.1,48357.04,8.0
Semi-Auto,20392.0,150.0,64.2,Diesel,2.1,32735.440000000002,9.0
Automatic,59208.0,0.0,76.4,Hybrid,2.1,31276.32,10.0
Semi-Auto,39442.0,20.0,64.2,Diesel,2.1,26676.32,12.0
Semi-Auto,35721.0,30.0,64.2,Diesel,2.1,31276.32,10.0
Automatic,7976.0,125.0,52.3,Petrol,2.0,31261.600000000002,11.0
Semi-Auto,29643.0,125.0,60.1,Diesel,2.1,36428.32,10.0
Semi-Auto,21967.0,125.0,53.3,Petrol,2.0,31276.32,10.0
Semi-Auto,20000.0,145.0,65.7,Diesel,2.1,30820.0,9.0
Semi-Auto,32786.0,145.0,53.3,Diesel,2.1,23699.2,11.0
Semi-Auto,23257.0,145.0,61.4,Diesel,2.1,34334.4,9.0
Semi-Auto,59625.0,30.0,64.2,Diesel,2.1,33101.6,10.0
Automatic,12145.0,145.0,58.9,Diesel,2.1,47622.880000000005,8.0
Automatic,5971.0,145.0,61.4,Diesel,2.0,53444.64,7.0
Semi-Auto,14895.0,145.0,61.4,Diesel,2.0,48311.04,7.0
Semi-Auto,5630.0,145.0,64.2,Diesel,1.6,37716.32,9.0
Semi-Auto,37964.0,165.0,44.8,Petrol,1.6,20788.32,13.0
Semi-Auto,14077.0,145.0,64.2,Diesel,2.1,30360.0,9.0
Semi-Auto,40000.0,145.0,49.6,Petrol,2.0,31261.600000000002,12.0
Automatic,15104.0,145.0,58.9,Diesel,2.1,46426.880000000005,9.0
Automatic,6061.0,145.0,54.3,Diesel,2.0,55240.48,8.0
Automatic,34327.0,20.0,64.2,Diesel,2.1,29351.68,10.0
Semi-Auto,49436.0,30.0,62.8,Diesel,2.1,28597.280000000002,11.0
Semi-Auto,4604.0,150.0,29.4,Petrol,3.0,73590.8,7.0
Semi-Auto,10085.0,145.0,56.5,Diesel,2.0,47830.8,7.0
Semi-Auto,5745.0,145.0,44.1,Petrol,2.0,49670.8,7.0
Automatic,20005.0,30.0,64.2,Diesel,2.1,33028.0,10.0
Manual,25820.0,125.0,53.3,Petrol,2.0,28091.280000000002,9.0
Automatic,16975.0,0.0,134.5,Hybrid,2.0,33574.48,10.0
Manual,21553.0,20.0,70.6,Diesel,1.6,27723.280000000002,10.0
Automatic,43097.0,125.0,52.3,Petrol,2.0,25607.280000000002,11.0
Automatic,26400.0,125.0,52.3,Petrol,2.0,29421.600000000002,11.0
Automatic,17593.0,30.0,64.2,Diesel,2.1,34652.72,10.0
Automatic,8501.0,145.0,61.4,Diesel,2.0,53323.200000000004,7.0
Semi-Auto,4501.0,145.0,54.3,Diesel,1.6,51924.8,6.0
Automatic,18495.0,150.0,58.9,Diesel,2.1,43372.48,9.0
Manual,52207.0,145.0,53.3,Petrol,2.0,27051.68,9.0
Semi-Auto,13742.0,145.0,61.4,Diesel,2.0,37710.8,7.0
Semi-Auto,30000.0,0.0,74.3,Hybrid,2.1,34030.8,10.0
Manual,31070.0,125.0,51.4,Petrol,2.0,28510.800000000003,9.0
Automatic,22191.0,145.0,34.0,Petrol,3.0,57030.8,9.0
Automatic,20875.0,145.0,54.3,Diesel,2.1,47830.8,9.0
Semi-Auto,15280.0,145.0,44.1,Petrol,1.5,44150.8,7.0
Semi-Auto,631.0,145.0,60.1,Diesel,2.1,46910.8,7.0
Semi-Auto,3918.0,145.0,56.5,Diesel,2.0,48750.8,7.0
Semi-Auto,33000.0,30.0,61.4,Diesel,2.1,33110.8,10.0
Manual,7693.0,145.0,53.3,Petrol,2.0,38605.04,9.0
Automatic,6780.0,145.0,30.4,Petrol,3.0,61695.200000000004,7.0
Semi-Auto,20150.0,145.0,47.1,Petrol,2.0,41458.880000000005,9.0
Automatic,10415.0,145.0,61.4,Diesel,2.0,49746.240000000005,7.0
Automatic,7831.0,145.0,44.1,Petrol,2.0,55634.240000000005,7.0
Semi-Auto,8702.0,145.0,47.1,Petrol,2.0,46548.32,8.0
Automatic,6067.0,145.0,67.3,Diesel,2.1,46916.32,9.0
Semi-Auto,15804.0,0.0,134.5,Hybrid,2.0,39924.32,10.0
Semi-Auto,19830.0,125.0,50.4,Petrol,2.0,29053.600000000002,11.0
Semi-Auto,10439.0,145.0,35.3,Petrol,3.0,60720.0,9.0
Semi-Auto,13795.0,30.0,65.7,Diesel,1.6,31276.32,10.0
Semi-Auto,27526.0,30.0,64.2,Diesel,2.1,37926.08,9.0
Semi-Auto,16206.0,30.0,64.2,Diesel,2.1,33508.24,10.0
Automatic,5654.0,145.0,28.5,Petrol,4.0,91595.2,7.0
Semi-Auto,22456.0,260.0,35.8,Petrol,3.0,48750.8,10.0
Semi-Auto,22486.0,145.0,58.9,Diesel,2.1,38051.200000000004,9.0
Automatic,30612.0,145.0,64.2,Diesel,2.1,29990.16,9.0
Semi-Auto,10134.0,145.0,61.4,Diesel,2.0,51516.32,7.0
Semi-Auto,44118.0,0.0,134.5,Hybrid,2.0,33561.6,9.0
Semi-Auto,11163.0,145.0,48.7,Petrol,2.0,41937.28,9.0
Semi-Auto,7286.0,145.0,44.1,Petrol,1.5,44160.0,7.0
Semi-Auto,3402.0,145.0,46.3,Petrol,1.5,57003.200000000004,7.0
Semi-Auto,20185.0,145.0,50.4,Petrol,2.0,33545.04,9.0
Semi-Auto,60000.0,125.0,60.1,Diesel,2.1,26865.84,12.0
Automatic,9985.0,145.0,57.7,Diesel,2.0,53152.08,7.0
Automatic,10137.0,145.0,61.4,Diesel,2.1,42774.48,8.0
Automatic,14161.0,145.0,67.3,Diesel,2.1,41804.8,9.0
Semi-Auto,20846.0,145.0,50.4,Petrol,2.0,33331.6,9.0
Semi-Auto,5866.0,145.0,54.3,Diesel,1.6,52309.36,7.0
Semi-Auto,16.0,145.0,64.2,Diesel,2.0,59763.200000000004,6.0
Semi-Auto,3805.0,145.0,30.4,Petrol,3.0,76360.0,7.0
Semi-Auto,20169.0,30.0,64.2,Diesel,2.1,37683.200000000004,10.0
Semi-Auto,22156.0,30.0,64.2,Diesel,2.1,38640.0,10.0
Semi-Auto,3830.0,145.0,29.7,Petrol,3.0,84603.2,7.0
Semi-Auto,4908.0,145.0,44.1,Petrol,1.5,38603.200000000004,7.0
Semi-Auto,25000.0,30.0,64.2,Diesel,2.1,36340.0,10.0
Semi-Auto,5000.0,145.0,44.1,Petrol,1.5,73590.8,6.0
Semi-Auto,5000.0,145.0,46.3,Petrol,1.5,69910.8,6.0
Semi-Auto,250.0,145.0,28.0,Petrol,4.0,128790.8,6.0
Semi-Auto,5000.0,145.0,58.9,Diesel,1.6,58870.8,6.0
Semi-Auto,12357.0,150.0,29.7,Petrol,3.0,71750.8,7.0
Semi-Auto,1400.0,150.0,28.0,Petrol,4.0,110390.8,7.0
Manual,27832.0,145.0,72.4,Diesel,1.6,28115.2,9.0
Semi-Auto,24057.0,150.0,34.5,Petrol,4.0,65172.8,9.0
Semi-Auto,38609.0,30.0,64.2,Diesel,2.1,33083.200000000004,9.0
Semi-Auto,60677.0,30.0,64.2,Diesel,2.1,31077.600000000002,10.0
Semi-Auto,2151.0,145.0,42.2,Petrol,2.0,68061.6,6.0
Automatic,28612.0,20.0,65.7,Diesel,2.1,27140.0,10.0
Semi-Auto,21430.0,145.0,49.6,Petrol,2.0,37471.6,10.0
Automatic,16703.0,125.0,61.4,Diesel,2.1,39569.200000000004,10.0
Semi-Auto,16052.0,145.0,44.1,Petrol,2.0,45615.44,8.0
Semi-Auto,23985.0,20.0,64.2,Diesel,2.1,30509.04,11.0
Automatic,6621.0,145.0,61.4,Diesel,2.0,51170.4,7.0
Automatic,7140.0,145.0,54.3,Diesel,2.0,52900.0,8.0
Automatic,4910.0,145.0,40.9,Petrol,2.0,49293.6,9.0
Semi-Auto,10581.0,30.0,64.2,Diesel,1.6,33085.04,10.0
Automatic,1646.0,145.0,44.1,Petrol,2.0,54997.600000000006,7.0
Automatic,15000.0,145.0,60.1,Diesel,1.6,45963.200000000004,7.0
Semi-Auto,12469.0,30.0,64.2,Diesel,2.1,36781.6,11.0
Semi-Auto,13624.0,145.0,45.6,Petrol,1.5,47803.200000000004,7.0
Semi-Auto,2072.0,145.0,47.9,Petrol,2.0,45963.200000000004,7.0
Automatic,19805.0,20.0,67.3,Diesel,2.1,38630.8,10.0
Automatic,21994.0,145.0,67.3,Diesel,2.1,39799.200000000004,9.0
Semi-Auto,39547.0,145.0,53.3,Diesel,2.1,22562.08,12.0
Semi-Auto,3000.0,145.0,64.2,Diesel,2.0,54979.200000000004,6.0
Semi-Auto,9600.0,145.0,49.6,Petrol,2.0,41933.6,10.0
Semi-Auto,24247.0,20.0,65.7,Diesel,2.1,30648.88,10.0
Automatic,10100.0,145.0,64.2,Diesel,2.0,50563.200000000004,7.0
Semi-Auto,12794.0,145.0,61.4,Diesel,2.0,38603.200000000004,7.0
Semi-Auto,36946.0,30.0,64.2,Diesel,2.1,33635.200000000004,10.0
Semi-Auto,11487.0,145.0,61.4,Diesel,2.0,48723.200000000004,7.0
Semi-Auto,16424.0,145.0,64.2,Diesel,2.1,38640.0,8.0
Semi-Auto,9731.0,145.0,64.2,Diesel,2.0,51483.200000000004,7.0
Semi-Auto,13435.0,145.0,56.5,Diesel,2.0,52403.200000000004,7.0
Semi-Auto,10859.0,145.0,58.9,Diesel,2.1,45043.200000000004,8.0
Semi-Auto,4444.0,145.0,45.6,Petrol,1.5,45963.200000000004,7.0
Automatic,8726.0,20.0,64.2,Diesel,2.1,32733.600000000002,11.0
Semi-Auto,68647.0,30.0,64.2,Diesel,2.1,27029.600000000002,11.0
Semi-Auto,7615.0,145.0,67.3,Diesel,2.1,42303.44,8.0
Semi-Auto,40993.0,125.0,60.1,Diesel,2.1,37076.0,9.0
Automatic,2300.0,145.0,64.2,Diesel,2.0,52053.600000000006,7.0
Semi-Auto,24991.0,150.0,61.4,Diesel,2.1,36967.44,9.0
Semi-Auto,63507.0,0.0,76.4,Hybrid,2.1,32196.32,10.0
Manual,92589.0,20.0,68.9,Diesel,2.1,20236.32,11.0
Semi-Auto,41279.0,20.0,64.2,Diesel,2.1,29068.32,10.0
Semi-Auto,25656.0,30.0,65.7,Diesel,1.6,30350.800000000003,9.0
Automatic,7969.0,145.0,29.4,Petrol,3.0,75568.8,7.0
Semi-Auto,19682.0,20.0,64.2,Diesel,2.1,32792.48,10.0
Automatic,3318.0,145.0,217.3,Hybrid,2.0,80941.6,7.0
Automatic,6249.0,145.0,29.1,Petrol,3.0,71042.40000000001,7.0
Automatic,3196.0,145.0,54.3,Diesel,1.6,64381.600000000006,7.0
Semi-Auto,35214.0,30.0,64.2,Diesel,2.1,36840.48,9.0
Automatic,14364.0,125.0,53.3,Petrol,2.0,31855.920000000002,9.0
Automatic,8884.0,20.0,67.3,Diesel,2.1,44807.68,9.0
Semi-Auto,26508.0,145.0,50.4,Petrol,2.0,33804.48,9.0
Semi-Auto,25230.0,20.0,64.2,Diesel,2.1,30529.280000000002,11.0
Automatic,15179.0,145.0,44.1,Petrol,1.5,40767.04,7.0
Semi-Auto,27107.0,145.0,64.2,Diesel,2.1,31798.88,9.0
Semi-Auto,9785.0,145.0,54.3,Diesel,2.0,58357.44,7.0
Semi-Auto,21750.0,145.0,67.3,Diesel,2.1,42047.68,9.0
Semi-Auto,36120.0,20.0,64.2,Diesel,2.1,27990.08,11.0
Semi-Auto,25803.0,30.0,61.4,Diesel,2.1,36969.28,10.0
Automatic,18495.0,145.0,58.9,Diesel,2.1,43372.48,9.0
Automatic,6765.0,145.0,61.4,Diesel,2.0,53168.64,7.0
Automatic,5465.0,145.0,44.1,Petrol,2.0,56149.44,7.0
Automatic,9150.0,145.0,61.4,Diesel,2.0,42699.04,7.0
Automatic,6522.0,145.0,44.1,Petrol,2.0,51199.840000000004,7.0
Automatic,15129.0,160.0,44.1,Petrol,2.0,46978.880000000005,10.0
Semi-Auto,11451.0,145.0,67.3,Diesel,2.1,47494.08,8.0
Semi-Auto,10339.0,145.0,58.9,Diesel,2.1,41363.200000000004,8.0
Manual,79881.0,20.0,65.7,Diesel,2.1,19130.48,11.0
Automatic,21524.0,145.0,34.0,Petrol,3.0,61091.68,9.0
Semi-Auto,8984.0,145.0,44.1,Petrol,1.5,50824.48,8.0
Manual,44121.0,20.0,70.6,Diesel,2.1,23316.48,11.0
Manual,17426.0,125.0,53.3,Petrol,2.0,25572.32,11.0
Semi-Auto,42100.0,0.0,134.5,Hybrid,2.0,34036.32,9.0
Semi-Auto,12999.0,145.0,58.9,Diesel,2.0,45996.32,7.0
Automatic,39924.0,30.0,64.2,Diesel,1.6,29456.56,10.0
Manual,21300.0,150.0,53.3,Petrol,2.0,25723.2,9.0
Manual,45034.0,20.0,68.9,Diesel,2.1,27563.2,9.0
Semi-Auto,42437.0,0.0,134.5,Hybrid,2.0,34647.200000000004,9.0
Semi-Auto,30796.0,0.0,134.5,Hybrid,2.0,35420.0,9.0
Semi-Auto,56219.0,20.0,64.2,Diesel,2.1,24381.84,12.0
Automatic,88218.0,0.0,76.4,Hybrid,2.1,24637.600000000002,11.0
Semi-Auto,33538.0,145.0,41.5,Petrol,2.0,31703.2,9.0
Semi-Auto,15160.0,145.0,44.1,Petrol,1.5,52403.200000000004,7.0
Semi-Auto,10844.0,145.0,44.1,Petrol,2.0,54243.200000000004,7.0
Semi-Auto,3864.0,145.0,30.4,Petrol,3.0,77280.0,7.0
Automatic,7721.0,145.0,29.1,Petrol,3.0,93805.04000000001,7.0
Semi-Auto,22958.0,30.0,64.2,Diesel,1.6,32590.08,11.0
Semi-Auto,4651.0,145.0,30.4,Petrol,3.0,72293.6,7.0
Automatic,13258.0,145.0,44.1,Petrol,2.0,50530.08,9.0
Semi-Auto,4065.0,145.0,57.7,Diesel,2.0,73565.04000000001,6.0
Semi-Auto,28174.0,300.0,33.6,Petrol,4.0,64365.04,9.0
Semi-Auto,45734.0,145.0,62.8,Diesel,2.1,36619.68,8.0
Semi-Auto,4511.0,145.0,64.2,Diesel,2.0,57113.600000000006,7.0
Semi-Auto,14061.0,145.0,46.3,Petrol,1.5,37686.880000000005,7.0
Semi-Auto,10096.0,145.0,46.3,Petrol,1.5,47943.04,7.0
Manual,83047.0,20.0,70.6,Diesel,1.6,19522.4,11.0
Semi-Auto,40623.0,30.0,64.2,Diesel,1.6,27535.600000000002,9.0
Semi-Auto,26900.0,30.0,64.2,Diesel,2.1,35861.6,10.0
Automatic,59023.0,30.0,64.2,Diesel,1.6,27048.0,10.0
Manual,52684.0,30.0,65.7,Diesel,1.6,24288.0,10.0
Semi-Auto,78845.0,30.0,64.2,Diesel,2.1,24104.0,12.0
Semi-Auto,42477.0,160.0,46.3,Petrol,1.6,19143.36,13.0
Semi-Auto,15754.0,145.0,67.3,Diesel,2.1,45996.32,9.0
Semi-Auto,9179.0,145.0,64.2,Diesel,2.0,44143.44,7.0
Semi-Auto,55381.0,150.0,61.4,Diesel,2.1,44125.04,9.0
Semi-Auto,35000.0,30.0,65.7,Diesel,1.6,27565.04,10.0
Semi-Auto,49552.0,30.0,64.2,Diesel,2.1,29405.04,12.0
Semi-Auto,17933.0,150.0,61.4,Diesel,2.1,46555.68,8.0
Semi-Auto,22056.0,150.0,35.3,Petrol,3.0,64365.04,9.0
Semi-Auto,43678.0,20.0,65.7,Diesel,2.1,30325.04,9.0
Automatic,6234.0,145.0,28.5,Petrol,4.0,110087.20000000001,7.0
Semi-Auto,29607.0,30.0,64.2,Diesel,1.6,32939.68,10.0
Automatic,7325.0,145.0,43.5,Petrol,2.0,54449.28,7.0
Automatic,19858.0,145.0,64.2,Diesel,1.6,34904.8,9.0
Semi-Auto,7576.0,20.0,67.3,Diesel,2.1,40240.8,10.0
Semi-Auto,18025.0,20.0,64.2,Diesel,2.1,29918.4,11.0
Manual,35223.0,20.0,68.9,Diesel,2.1,28483.2,11.0
Semi-Auto,11589.0,145.0,45.6,Petrol,1.5,45963.200000000004,7.0
Semi-Auto,6349.0,145.0,44.1,Petrol,1.5,53360.0,7.0
Semi-Auto,5164.0,145.0,45.6,Petrol,1.5,44123.200000000004,7.0
Semi-Auto,14284.0,145.0,61.4,Diesel,2.0,47803.200000000004,7.0
Semi-Auto,15070.0,145.0,61.4,Diesel,2.0,47803.200000000004,7.0
Semi-Auto,6936.0,145.0,44.1,Petrol,2.0,54280.0,7.0
Semi-Auto,33105.0,145.0,64.2,Diesel,2.1,34003.200000000004,9.0
Semi-Auto,12173.0,145.0,57.7,Diesel,2.0,51483.200000000004,8.0
Semi-Auto,4238.0,145.0,45.6,Petrol,1.5,45963.200000000004,7.0
Semi-Auto,8709.0,145.0,57.7,Diesel,2.0,55163.200000000004,7.0
Semi-Auto,28632.0,30.0,64.2,Diesel,2.1,34960.0,10.0
Semi-Auto,16388.0,145.0,64.2,Diesel,2.0,52421.600000000006,6.0
Semi-Auto,45624.0,145.0,61.4,Diesel,2.1,30895.440000000002,9.0
Automatic,34794.0,30.0,64.2,Diesel,2.1,31552.32,10.0
Semi-Auto,33532.0,30.0,64.2,Diesel,2.1,32183.440000000002,10.0
Automatic,8900.0,145.0,57.7,Diesel,2.0,52403.200000000004,7.0
Automatic,5904.0,145.0,55.4,Diesel,2.0,53341.600000000006,7.0
Semi-Auto,20016.0,145.0,29.7,Petrol,3.0,65761.6,7.0
Automatic,555.0,145.0,55.4,Diesel,2.0,52165.840000000004,7.0
Automatic,8928.0,145.0,44.1,Petrol,1.5,52719.68,8.0
Semi-Auto,20249.0,30.0,64.2,Diesel,2.1,40463.44,9.0
Automatic,26000.0,150.0,31.7,Petrol,4.0,91983.44,9.0
Semi-Auto,4000.0,150.0,64.2,Diesel,2.0,60924.240000000005,6.0
Automatic,14413.0,145.0,53.3,Diesel,2.0,62688.8,7.0
Automatic,8890.0,145.0,61.4,Diesel,2.0,42360.48,8.0
Automatic,8011.0,145.0,29.7,Petrol,3.0,99343.44,7.0
Automatic,20742.0,145.0,74.3,Hybrid,2.1,38338.240000000005,9.0
Automatic,3995.0,145.0,60.1,Diesel,1.6,48815.200000000004,7.0
Automatic,6516.0,145.0,60.1,Diesel,1.6,47527.200000000004,7.0
Manual,43650.0,30.0,65.7,Diesel,2.1,33745.6,10.0
Semi-Auto,34611.0,30.0,64.2,Diesel,2.1,37425.6,9.0
Semi-Auto,38515.0,30.0,64.2,Diesel,2.1,36763.200000000004,9.0
Automatic,4001.0,145.0,64.2,Diesel,2.0,48852.0,7.0
Semi-Auto,7011.0,145.0,64.2,Diesel,1.6,39431.200000000004,8.0
Semi-Auto,20496.0,145.0,67.3,Diesel,2.1,45650.4,8.0
Semi-Auto,1501.0,145.0,54.3,Diesel,1.6,52605.600000000006,6.0
Semi-Auto,37020.0,30.0,65.7,Diesel,1.6,24840.0,11.0
Automatic,20281.0,30.0,64.2,Diesel,2.1,31213.760000000002,12.0
Automatic,20039.0,145.0,67.3,Diesel,2.1,41731.200000000004,8.0
Semi-Auto,40400.0,0.0,134.5,Hybrid,2.0,34950.8,9.0
Semi-Auto,24844.0,30.0,65.7,Diesel,1.6,31270.800000000003,9.0
Manual,32783.0,125.0,53.3,Petrol,2.0,25042.4,9.0
Manual,19019.0,20.0,70.6,Diesel,1.6,29440.0,10.0
Semi-Auto,9.0,145.0,64.2,Diesel,2.0,57923.200000000004,6.0
Semi-Auto,19566.0,145.0,61.4,Diesel,2.1,38640.0,9.0
Semi-Auto,3986.0,145.0,61.4,Diesel,2.0,58843.200000000004,7.0
Semi-Auto,3144.0,145.0,55.4,Diesel,2.0,57040.0,7.0
Semi-Auto,11906.0,20.0,65.7,Diesel,2.1,32163.2,9.0
Semi-Auto,16.0,145.0,44.1,Petrol,1.5,58843.200000000004,7.0
Semi-Auto,4887.0,145.0,29.7,Petrol,3.0,82763.2,7.0
Semi-Auto,3229.0,145.0,64.2,Diesel,2.0,57923.200000000004,7.0
Semi-Auto,6646.0,145.0,64.2,Diesel,2.0,56083.200000000004,7.0
Semi-Auto,3566.0,145.0,61.4,Diesel,2.0,66203.2,7.0
Semi-Auto,16.0,145.0,60.1,Diesel,1.6,55163.200000000004,7.0
Semi-Auto,16.0,145.0,61.4,Diesel,2.0,60683.200000000004,6.0
Semi-Auto,3999.0,145.0,30.4,Petrol,3.0,70840.0,7.0
Semi-Auto,31822.0,145.0,134.5,Hybrid,2.0,35843.200000000004,9.0
